boneId,parentBoneId,m00,m01,m02,m03,m10,m11,m12,m13,m20,m21,m22,m23,m30,m31,m32,m33
10,9,0.9376434683799744,-5.070853514865803e-09,0.3475985527038574,-2.399998664855957,-5.0233118997766724e-08,0.9999999403953552,1.5009156584255834e-07,-5.9604616353681195e-08,-0.3475985527038574,-1.2640680324693676e-07,0.9376434683799744,2.384185791015625e-07,0.0,0.0,0.0,1.0
11,10,1.0,-7.450580596923828e-09,2.7939677238464355e-09,-2.3999998569488525,7.450580152834618e-09,1.0,1.0780058801174164e-07,1.247972107876194e-07,-2.7939683899802503e-09,-7.601407503443625e-08,1.0,-7.078052988163108e-08,0.0,0.0,0.0,1.0
12,9,1.0,-1.2323477267405132e-14,7.972121238708496e-07,-2.399998664855957,-1.0647039483781609e-13,0.9999999403953552,1.4901161193847656e-07,-5.9604616353681195e-08,-7.972121807142685e-07,-1.1722509185574381e-07,0.9999999403953552,2.384185791015625e-07,0.0,0.0,0.0,1.0
13,9,1.0,7.4505588365525455e-09,8.344650268554688e-07,1.3581011444330215e-06,-7.450699612832068e-09,0.9999999403953552,1.6763806343078613e-07,5.1222780683701785e-08,-8.344650268554688e-07,-1.3585155045348074e-07,1.0,3.1385570764541626e-07,0.0,0.0,0.0,1.0
14,3,0.9999980330467224,0.0019862004555761814,1.8827910025720485e-05,0.0,-0.001986289629712701,0.9999530911445618,0.0094790393486619,4.09999942779541,1.8038445737111886e-10,-0.009479026310145855,0.9999550580978394,-3.584333398976014e-07,0.0,0.0,0.0,1.0
15,2,1.0,0.0,0.0,0.0,0.0,1.0,1.1920928955078125e-07,1.2434497875801753e-13,0.0,-8.742277657347586e-08,1.0,-1.0870583043560279e-20,0.0,0.0,0.0,1.0
16,2,1.0,0.0,0.0,0.0,0.0,0.9999619126319885,0.008726663887500763,1.2434497875801753e-13,0.0,-0.008726632222533226,0.9999619126319885,-1.0870583043560279e-20,0.0,0.0,0.0,1.0
17,16,1.0,-1.2027125251279358e-07,5.237072855379665e-07,0.800000011920929,-1.128168942272044e-13,0.974628746509552,0.22382719814777374,-1.3999998569488525,-5.373402132136107e-07,-0.22382716834545135,0.974628746509552,1.233232040931398e-07,0.0,0.0,0.0,1.0
18,17,1.0,-1.7223246076948986e-14,-3.9139339284757074e-14,-5.748591291876437e-08,-2.5682951638751053e-15,0.88945472240448,-0.45702335238456726,-2.200000286102295,4.2684094241985174e-14,0.45702338218688965,0.88945472240448,1.9406357409934571e-07,0.0,0.0,0.0,1.0
19,18,1.0,-4.6890185068093615e-09,-5.37318840088119e-07,1.1483125206268596e-07,1.3237053053671843e-07,0.9712950587272644,0.23787754774093628,-2.2643964290618896,5.207798494666349e-07,-0.2378775030374527,0.9712951183319092,0.015771476551890373,0.0,0.0,0.0,1.0
20,17,1.0,-1.7453292002755916e-06,1.1870882965850371e-12,-5.748588804976862e-08,1.7453292002755916e-06,1.0,-5.6624367061886e-07,-2.1999998092651367,-1.4332878959209816e-13,5.980301693853107e-07,1.0,1.9406353146678157e-07,0.0,0.0,0.0,1.0
21,16,1.0,-1.2157646267496602e-07,5.293907179293456e-07,-0.800000011920929,-1.273660132439583e-13,0.974628746509552,0.22382719814777374,-1.3999998569488525,-5.431716090242844e-07,-0.22382716834545135,0.974628746509552,1.233232040931398e-07,0.0,0.0,0.0,1.0
22,21,1.0,-1.1092775664494313e-14,-4.1973640275277946e-14,-6.06970829153397e-08,-9.316413742896379e-15,0.88945472240448,-0.45702335238456726,-2.200000047683716,4.240330959623395e-14,0.45702338218688965,0.88945472240448,3.052595047847717e-07,0.0,0.0,0.0,1.0
23,22,1.0,-4.739785453011791e-09,-5.431500085251173e-07,-6.403019625622619e-08,1.3380694952047634e-07,0.9712950587272644,0.23787754774093628,-2.2643966674804688,5.264315632302896e-07,-0.2378775030374527,0.9712951183319092,0.015771472826600075,0.0,0.0,0.0,1.0
24,21,1.0,-3.4906579458038323e-06,2.3414796577331254e-12,-6.069705449363028e-08,3.4906579458038323e-06,1.0,-5.662432158715092e-07,-2.1999998092651367,-2.5396243268083207e-13,5.980297146379598e-07,1.0,3.052595047847717e-07,0.0,0.0,0.0,1.0
